"SIGLA UF","CODIGO UF","CODIGO MUNICIPIO","MUNICIPIO","POPULACAO"
"MG","31","38500","Liberdade","5,333"
"MG","31","38609","Lima Duarte","15,909"
"MG","31","38625","Limeira do Oeste","6,492"
"MG","31","38658","Lontra","7,979"
"MG","31","38674","Luisburgo","6,276"
"MG","31","38682","Luislândia","6,432"
"MG","31","38708","Luminárias","5,374"
"MG","31","38807","Luz","17,173"
"MG","31","38906","Machacalis","6,855"
"MG","31","39003","Machado","37,567"
"MG","31","39102","Madre de Deus de Minas","4,951"
"MG","31","39201","Malacacheta","17,917"
"MG","31","39250","Mamonas","6,247"
"MG","31","39300","Manga","20,903"
"MG","31","39409","Manhuaçu","74,297"
"MG","31","39508","Manhumirim","20,209"
"MG","31","39607","Mantena","26,721"
"MG","31","39805","Mar de Espanha","11,139"
"MG","31","39706","Maravilhas","6,840"
"MG","31","39904","Maria da Fé","14,249"
"MG","31","40001","Mariana","51,693"
"MG","31","40100","Marilac","4,285"
"MG","31","40159","Mário Campos","11,421"
"MG","31","40209","Maripá de Minas","2,827"
"MG","31","40308","Marliéria","3,743"
"MG","31","40407","Marmelópolis","3,100"
"MG","31","40506","Martinho Campos","12,165"
"MG","31","40530","Martins Soares","6,338"
"MG","31","40555","Mata Verde","7,458"
"MG","31","40605","Materlândia","4,662"
"MG","31","40704","Mateus Leme","25,627"
"MG","31","71501","Mathias Lobato","3,457"
"MG","31","40803","Matias Barbosa","13,205"
"MG","31","40852","Matias Cardoso","10,270"
"MG","31","40902","Matipó","16,430"
"MG","31","41009","Mato Verde","12,664"
"MG","31","41108","Matozinhos","33,317"
"MG","31","41207","Matutina","3,700"
"MG","31","41306","Medeiros","3,238"
"MG","31","41405","Medina","20,667"
"MG","31","41504","Mendes Pimentel","6,431"
"MG","31","41603","Mercês","10,452"
"MG","31","41702","Mesquita","6,493"
"MG","31","41801","Minas Novas","30,578"
"MG","31","41900","Minduri","3,603"
"MG","31","42007","Mirabela","12,769"
"MG","31","42106","Miradouro","10,197"
"MG","31","42205","Miraí","12,949"
"MG","31","42254","Miravânia","4,708"
"MG","31","42304","Moeda","4,506"
"MG","31","42403","Moema","6,754"
"MG","31","42502","Monjolos","2,303"
"MG","31","42601","Monsenhor Paulo","7,391"
"MG","31","42700","Montalvânia","15,961"
"MG","31","42809","Monte Alegre de Minas","18,348"
"MG","31","42908","Monte Azul","22,437"
"MG","31","43005","Monte Belo","12,573"
"MG","31","43104","Monte Carmelo","44,367"
"MG","31","43153","Monte Formoso","4,709"
"MG","31","43203","Monte Santo de Minas","20,133"
"MG","31","43401","Monte Sião","19,228"
"MG","31","43302","Montes Claros *","352,384"
"MG","31","43450","Montezuma","7,259"
"MG","31","43500","Morada Nova de Minas","8,297"
"MG","31","43609","Morro da Garça","2,887"
"MG","31","43708","Morro do Pilar","3,474"
"MG","31","43807","Munhoz","6,298"
"MG","31","43906","Muriaé","95,548"
"MG","31","44003","Mutum","26,331"
"MG","31","44102","Muzambinho","19,925"
"MG","31","44201","Nacip Raydan","2,957"
"MG","31","44300","Nanuque","40,307"
"MG","31","44359","Naque","5,885"
"MG","31","44375","Natalândia","3,271"
"MG","31","44409","Natércia","4,623"
"MG","31","44508","Nazareno","7,716"
"MG","31","44607","Nepomuceno","24,430"
"MG","31","44656","Ninheira","10,414"
"MG","31","44672","Nova Belém","3,629"
"MG","31","44706","Nova Era","17,932"
"MG","31","44805","Nova Lima","72,207"
"MG","31","44904","Nova Módica","3,878"
"MG","31","45000","Nova Ponte","11,586"
"MG","31","45059","Nova Porteirinha","7,358"
"MG","31","45109","Nova Resende","14,145"
"MG","31","45208","Nova Serrana","60,195"
"MG","31","36603","Nova União","5,461"
"MG","31","45307","Novo Cruzeiro","30,331"
"MG","31","45356","Novo Oriente de Minas","10,327"
"MG","31","45372","Novorizonte","4,899"
"MG","31","45406","Olaria","2,380"
"MG","31","45455","Olhos-d'Água","4,991"
"MG","31","45505","Olímpio Noronha","2,505"
"MG","31","45604","Oliveira","37,805"
"MG","31","45703","Oliveira Fortes","1,939"
"MG","31","45802","Onça de Pitangui","3,019"
"MG","31","45851","Oratórios","4,385"
"MG","31","45877","Orizânia","6,771"
"MG","31","45901","Ouro Branco","33,548"
"MG","31","46008","Ouro Fino","31,154"
"MG","31","46107","Ouro Preto","67,048"
"MG","31","46206","Ouro Verde de Minas","6,832"
"MG","31","46255","Padre Carvalho","5,828"
"MG","31","46305","Padre Paraíso","18,120"
"MG","31","46552","Pai Pedro","5,979"
"MG","31","46404","Paineiras","4,594"
"MG","31","46503","Pains","8,122"
"MG","31","46602","Paiva","1,630"
"MG","31","46701","Palma","6,118"
"MG","31","46750","Palmópolis","7,041"
"MG","31","46909","Papagaios","14,410"
"MG","31","47105","Pará de Minas","79,852"
"MG","31","47006","Paracatu","79,739"
"MG","31","47204","Paraguaçu","19,603"
"MG","31","47303","Paraisópolis","18,088"
"MG","31","47402","Paraopeba","22,204"
"MG","31","47600","Passa Quatro","15,285"
"MG","31","47709","Passa Tempo","8,494"
"MG","31","47501","Passabém","1,801"
"MG","31","47808","Passa-Vinte","2,082"
"MG","31","47907","Passos","102,765"
"MG","31","47956","Patis","5,346"
"MG","31","48004","Patos de Minas","133,054"
"MG","31","48103","Patrocínio","81,589"
"MG","31","48202","Patrocínio do Muriaé","5,319"
"MG","31","48301","Paula Cândido","9,086"
"MG","31","48400","Paulistas","4,893"
"MG","31","48509","Pavão","8,868"
"MG","31","48608","Peçanha","17,157"
"MG","31","48707","Pedra Azul","24,851"
"MG","31","48756","Pedra Bonita","6,474"
"MG","31","48806","Pedra do Anta","3,672"
"MG","31","48905","Pedra do Indaiá","3,921"
"MG","31","49002","Pedra Dourada","2,100"
"MG","31","49101","Pedralva","11,184"
"MG","31","49150","Pedras de Maria da Cruz","10,976"
"MG","31","49200","Pedrinópolis","3,448"
"MG","31","49309","Pedro Leopoldo","56,518"
"MG","31","49408","Pedro Teixeira","1,658"
"MG","31","49507","Pequeri","2,997"
"MG","31","49606","Pequi","4,232"
"MG","31","49705","Perdigão","7,310"
"MG","31","49804","Perdizes","13,924"
"MG","31","49903","Perdões","19,407"
"MG","31","49952","Periquito","7,030"
"MG","31","50000","Pescador","4,056"
"MG","31","50109","Piau","2,973"
"MG","31","50158","Piedade de Caratinga","6,444"
"MG","31","50208","Piedade de Ponte Nova","4,113"
"MG","31","50307","Piedade do Rio Grande","4,781"
"MG","31","50406","Piedade dos Gerais","4,542"
"MG","31","50505","Pimenta","8,164"
"MG","31","50539","Pingo-d'Água","4,016"
"MG","31","50570","Pintópolis","7,727"
"MG","31","50604","Piracema","6,554"
"MG","31","50703","Pirajuba","3,694"
"MG","31","50802","Piranga","17,208"
"MG","31","50901","Piranguçu","5,125"
"MG","31","51008","Piranguinho","7,849"
"MG","31","51107","Pirapetinga","10,240"
"MG","31","51206","Pirapora","51,636"
"MG","31","51305","Piraúba","10,686"
"MG","31","51404","Pitangui","24,618"
"MG","31","51503","Piumhi","30,984"
"MG","31","51602","Planura","10,289"
"MG","31","51701","Poço Fundo","15,350"
"MG","31","51800","Poços de Caldas","144,386"
"MG","31","51909","Pocrane","8,769"
"MG","31","52006","Pompéu","28,393"
"MG","31","52105","Ponte Nova","55,687"
"MG","31","52131","Ponto Chique","4,046"
"MG","31","52170","Ponto dos Volantes","10,976"
"MG","31","52204","Porteirinha","36,864"
"MG","31","52303","Porto Firme","10,404"
"MG","31","52402","Poté","14,749"
"MG","31","52501","Pouso Alegre","120,467"
"MG","31","52600","Pouso Alto","6,359"
"MG","31","52709","Prados","8,168"
"MG","31","52808","Prata","25,511"
"MG","31","52907","Pratápolis","8,653"
"MG","31","53004","Pratinha","3,236"
"MG","31","53103","Presidente Bernardes","5,699"
"MG","31","53202","Presidente Juscelino","4,257"
"MG","31","53301","Presidente Kubitschek","2,978"
"MG","31","53400","Presidente Olegário","18,256"
"MG","31","53608","Prudente de Morais","8,874"
"MG","31","53707","Quartel Geral","3,200"
"MG","31","53806","Queluzito","1,826"
"MG","31","53905","Raposos","14,874"
"MG","31","54002","Raul Soares","23,901"
"MG","31","54101","Recreio","10,194"
"MG","31","54150","Reduto","6,344"
"MG","31","54200","Resende Costa","10,537"
"MG","31","54309","Resplendor","17,024"
"MG","31","54408","Ressaquinha","4,574"
"MG","31","54457","Riachinho","8,126"
"MG","31","54507","Riacho dos Machados","9,392"
"MG","31","54606","Ribeirão das Neves *","329,112"
"MG","31","54705","Ribeirão Vermelho","3,773"
"MG","31","54804","Rio Acima","8,257"
"MG","31","54903","Rio Casca","14,496"
"MG","31","55108","Rio do Prado","4,489"
"MG","31","55009","Rio Doce","2,520"
"MG","31","55207","Rio Espera","6,594"
"MG","31","55306","Rio Manso","5,007"
"MG","31","55405","Rio Novo","8,914"
"MG","31","55504","Rio Paranaíba","10,809"
"MG","31","55603","Rio Pardo de Minas","28,633"
"MG","31","55702","Rio Piracicaba","14,319"
"MG","31","55801","Rio Pomba","16,715"
"MG","31","55900","Rio Preto","5,388"
"MG","31","56007","Rio Vermelho","14,856"
"MG","31","56106","Ritápolis","5,068"
"MG","31","56205","Rochedo de Minas","2,036"
"MG","31","56304","Rodeiro","6,178"
"MG","31","56403","Romaria","3,561"
"MG","31","56452","Rosário da Limeira","4,151"
"MG","31","56502","Rubelita","8,299"
"MG","31","56601","Rubim","9,561"
"MG","31","56700","Sabará","120,770"
"MG","31","56809","Sabinópolis","15,889"
"MG","31","56908","Sacramento","22,159"
"MG","31","57005","Salinas","37,370"
"MG","31","57104","Salto da Divisa","6,896"
"MG","31","57203","Santa Bárbara","26,185"
"MG","31","57252","Santa Bárbara do Leste","7,451"
"MG","31","57278","Santa Bárbara do Monte Verde","2,796"
"MG","31","57302","Santa Bárbara do Tugúrio","4,504"
"MG","31","57336","Santa Cruz de Minas","7,347"
"MG","31","57377","Santa Cruz de Salinas","5,192"
"MG","31","57401","Santa Cruz do Escalvado","5,193"
"MG","31","57500","Santa Efigênia de Minas","4,519"
"MG","31","57609","Santa Fé de Minas","4,034"
"MG","31","57658","Santa Helena de Minas","5,892"
"MG","31","57708","Santa Juliana","10,582"
"MG","31","57807","Santa Luzia *","222,507"
"MG","31","57906","Santa Margarida","14,205"
"MG","31","58003","Santa Maria de Itabira","10,445"
"MG","31","58102","Santa Maria do Salto","5,724"
"MG","31","58201","Santa Maria do Suaçuí","14,427"
"MG","31","59209","Santa Rita de Caldas","9,078"
"MG","31","59407","Santa Rita de Ibitipoca","3,747"
"MG","31","59308","Santa Rita de Jacutinga","5,588"
"MG","31","59357","Santa Rita de Minas","5,787"
"MG","31","59506","Santa Rita do Itueto","5,652"
"MG","31","59605","Santa Rita do Sapucaí","34,246"
"MG","31","59704","Santa Rosa da Serra","3,261"
"MG","31","59803","Santa Vitória","15,492"
"MG","31","58300","Santana da Vargem","7,092"
"MG","31","58409","Santana de Cataguases","3,603"
"MG","31","58508","Santana de Pirapama","8,549"
"MG","31","58607","Santana do Deserto","3,833"
"MG","31","58706","Santana do Garambéu","2,104"
"MG","31","58805","Santana do Jacaré","4,532"
"MG","31","58904","Santana do Manhuaçu","8,185"
"MG","31","58953","Santana do Paraíso","22,765"
"MG","31","59001","Santana do Riacho","4,159"
"MG","31","59100","Santana dos Montes","3,989"
"MG","31","59902","Santo Antônio do Amparo","17,255"
"MG","31","60009","Santo Antônio do Aventureiro","3,489"
"MG","31","60108","Santo Antônio do Grama","4,241"
"MG","31","60207","Santo Antônio do Itambé","4,517"
"MG","31","60306","Santo Antônio do Jacinto","11,294"
"MG","31","60405","Santo Antônio do Monte","24,746"
"MG","31","60454","Santo Antônio do Retiro","6,817"
"MG","31","60504","Santo Antônio do Rio Abaixo","1,753"
"MG","31","60603","Santo Hipólito","3,541"
"MG","31","60702","Santos Dumont","45,922"
"MG","31","60801","São Bento Abade","4,400"
"MG","31","60900","São Brás do Suaçuí","3,488"
"MG","31","60959","São Domingos das Dores","5,232"
"MG","31","61007","São Domingos do Prata","17,349"
"MG","31","61056","São Félix de Minas","3,387"
"MG","31","61106","São Francisco","52,985"
"MG","31","61205","São Francisco de Paula","6,246"
"MG","31","61304","São Francisco de Sales","5,167"
"MG","31","61403","São Francisco do Glória","5,539"
"MG","31","61502","São Geraldo","9,171"
"MG","31","61601","São Geraldo da Piedade","4,768"
"MG","31","61650","São Geraldo do Baixio","3,253"
"MG","31","61700","São Gonçalo do Abaeté","6,156"
"MG","31","61809","São Gonçalo do Pará","10,308"
"MG","31","61908","São Gonçalo do Rio Abaixo","9,233"
"MG","31","25507","São Gonçalo do Rio Preto","3,124"
"MG","31","62005","São Gonçalo do Sapucaí","22,756"
"MG","31","62104","São Gotardo","30,757"
"MG","31","62203","São João Batista do Glória","6,828"
"MG","31","62252","São João da Lagoa","4,729"
"MG","31","62302","São João da Mata","2,858"
"MG","31","62401","São João da Ponte","26,091"
"MG","31","62450","São João das Missões","10,769"
"MG","31","62500","São João del Rei","81,918"
"MG","31","62559","São João do Manhuaçu","9,394"
"MG","31","62575","São João do Manteninha","4,855"
"MG","31","62609","São João do Oriente","7,988"
"MG","31","62658","São João do Pacuí","4,003"
"MG","31","62708","São João do Paraíso","21,839"
"MG","31","62807","São João Evangelista","15,686"
"MG","31","62906","São João Nepomuceno","25,011"
"MG","31","62922","São Joaquim de Bicas","22,214"
"MG","31","62948","São José da Barra","6,701"
"MG","31","62955","São José da Lapa","17,900"
"MG","31","63003","São José da Safira","3,929"
"MG","31","63102","São José da Varginha","3,797"
"MG","31","63201","São José do Alegre","3,908"
"MG","31","63300","São José do Divino","3,776"
"MG","31","63409","São José do Goiabal","5,646"
"MG","31","63508","São José do Jacuri","6,958"
"MG","31","63607","São José do Mantimento","2,472"
"MG","31","63706","São Lourenço","40,441"
"MG","31","63805","São Miguel do Anta","6,820"
"MG","31","63904","São Pedro da União","5,291"
"MG","31","64100","São Pedro do Suaçuí","5,801"
"MG","31","64001","São Pedro dos Ferros","8,880"
"MG","31","64209","São Romão","9,080"
"MG","31","64308","São Roque de Minas","6,141"
"MG","31","64407","São Sebastião da Bela Vista","4,884"
"MG","31","64431","São Sebastião da Vargem Alegre","2,743"
"MG","31","64472","São Sebastião do Anta","5,388"
"MG","31","64506","São Sebastião do Maranhão","11,686"
"MG","31","64605","São Sebastião do Oeste","5,336"
"MG","31","64704","São Sebastião do Paraíso","61,838"
"MG","31","64803","São Sebastião do Rio Preto","1,700"
"MG","31","64902","São Sebastião do Rio Verde","2,170"
"MG","31","65206","São Thomé das Letras","6,617"
"MG","31","65008","São Tiago","10,289"
"MG","31","65107","São Tomás de Aquino","6,934"
"MG","31","65305","São Vicente de Minas","6,283"
"MG","31","65404","Sapucaí-Mirim","5,772"
"MG","31","65503","Sardoá","5,196"
"MG","31","65537","Sarzedo","23,282"
"MG","31","65560","Sem-Peixe","2,950"
"MG","31","65578","Senador Amaral","5,051"
"MG","31","65602","Senador Cortes","2,011"
"MG","31","65701","Senador Firmino","7,019"
"MG","31","65800","Senador José Bento","1,908"
"MG","31","65909","Senador Modestino Gonçalves","4,988"
"MG","31","66006","Senhora de Oliveira","5,675"
"MG","31","66105","Senhora do Porto","3,517"
"MG","31","66204","Senhora dos Remédios","10,201"
"MG","31","66303","Sericita","7,083"
"MG","31","66402","Seritinga","1,755"
"MG","31","66501","Serra Azul de Minas","4,307"
"MG","31","66600","Serra da Saudade","863"
"MG","31","66808","Serra do Salitre","10,224"
"MG","31","66709","Serra dos Aimorés","8,345"
"MG","31","66907","Serrania","7,370"
"MG","31","66956","Serranópolis de Minas","4,515"
"MG","31","67004","Serranos","2,063"
"MG","31","67103","Serro","20,862"
"MG","31","67202","Sete Lagoas *","217,506"
"MG","31","65552","Setubinha","10,834"
"MG","31","67301","Silveirânia","2,125"
"MG","31","67400","Silvianópolis","6,018"
"MG","31","67509","Simão Pereira","2,503"
"MG","31","67608","Simonésia","17,257"
"MG","31","67707","Sobrália","5,990"
"MG","31","67806","Soledade de Minas","5,518"
"MG","31","67905","Tabuleiro","4,061"
"MG","31","68002","Taiobeiras","29,732"
"MG","31","68051","Taparuba","3,243"
"MG","31","68101","Tapira","3,575"
"MG","31","68200","Tapiraí","1,841"
"MG","31","68309","Taquaraçu de Minas","3,757"
"MG","31","68408","Tarumirim","14,185"
"MG","31","68507","Teixeiras","11,665"
"MG","31","68606","Teófilo Otoni","126,895"
"MG","31","68705","Timóteo","76,092"
"MG","31","68804","Tiradentes","6,547"
"MG","31","68903","Tiros","7,416"
"MG","31","69000","Tocantins","15,704"
"MG","31","69059","Tocos do Moji","3,926"
"MG","31","69109","Toledo","5,720"
"MG","31","69208","Tombos","9,194"
"MG","31","69307","Três Corações","71,737"
"MG","31","69356","Três Marias","26,431"
"MG","31","69406","Três Pontas","52,121"
"MG","31","69505","Tumiritinga","5,964"
"MG","31","69604","Tupaciguara","23,076"
"MG","31","69703","Turmalina","17,219"
"MG","31","69802","Turvolândia","4,737"
"MG","31","69901","Ubá","94,228"
"MG","31","70008","Ubaí","11,834"
"MG","31","70057","Ubaporanga","12,060"
"MG","31","70107","Uberaba *","287,760"
"MG","31","70206","Uberlândia *","608,369"
"MG","31","70305","Umburatiba","2,776"
"MG","31","70404","Unaí","74,495"
"MG","31","70438","União de Minas","4,593"
"MG","31","70479","Uruana de Minas","2,777"
"MG","31","70503","Urucânia","10,203"
"MG","31","70529","Urucuia","11,376"
"MG","31","70578","Vargem Alegre","6,594"
"MG","31","70602","Vargem Bonita","2,098"
"MG","31","70651","Vargem Grande do Rio Pardo","4,703"
"MG","31","70701","Varginha","116,093"
"MG","31","70750","Varjão de Minas","5,993"
"MG","31","70800","Várzea da Palma","34,448"
"MG","31","70909","Varzelândia","19,137"
"MG","31","71006","Vazante","19,300"
"MG","31","71030","Verdelândia","8,029"
"MG","31","71071","Veredinha","5,732"
"MG","31","71105","Veríssimo","3,667"
"MG","31","71154","Vermelho Novo","4,551"
"MG","31","71204","Vespasiano","94,191"
"MG","31","71303","Viçosa","70,404"
"MG","31","71402","Vieiras","3,808"
"MG","31","71600","Virgem da Lapa","14,103"
"MG","31","71709","Virgínia","8,351"
"MG","31","71808","Virginópolis","10,891"
"MG","31","71907","Virgolândia","5,724"
"MG","31","72004","Visconde do Rio Branco","35,346"
"MG","31","72103","Volta Grande","5,166"
"MG","31","72202","Wenceslau Braz","2,509"
"ES","32","00102","Afonso Cláudio","30,773"
"ES","32","00169","Água Doce do Norte","11,934"
"ES","32","00136","Águia Branca","9,281"
"ES","32","00201","Alegre","30,473"
"ES","32","00300","Alfredo Chaves","13,983"
"ES","32","00359","Alto Rio Novo","6,198"
"ES","32","00409","Anchieta","19,459"
"ES","32","00508","Apiacá","7,617"
"ES","32","00607","Aracruz","73,358"
"ES","32","00706","Atilio Vivacqua","8,878"
"ES","32","00805","Baixo Guandu","28,637"
"ES","32","00904","Barra de São Francisco","39,627"
"ES","32","01001","Boa Esperança","12,912"
"ES","32","01100","Bom Jesus do Norte","9,318"
"ES","32","01159","Brejetuba","10,949"
"ES","32","01209","Cachoeiro de Itapemirim *","195,288"
"ES","32","01308","Cariacica *","356,536"
"ES","32","01407","Castelo","32,250"
"ES","32","01506","Colatina","106,637"
"ES","32","01605","Conceição da Barra","26,230"
"ES","32","01704","Conceição do Castelo","11,326"
"ES","32","01803","Divino de São Lourenço","4,837"
"ES","32","01902","Domingos Martins","31,175"
"ES","32","02009","Dores do Rio Preto","6,106"
"ES","32","02108","Ecoporanga","23,296"
"ES","32","02207","Fundão","15,209"
"ES","32","02256","Governador Lindenberg","9,890"
"ES","32","02306","Guaçuí","25,761"
"ES","32","02405","Guarapari","98,073"
"ES","32","02454","Ibatiba","19,649"
"ES","32","02504","Ibiraçu","10,312"
"ES","32","02553","Ibitirama","8,994"
"ES","32","02603","Iconha","11,496"
"ES","32","02652","Irupi","10,369"
"ES","32","02702","Itaguaçu","13,881"
"ES","32","02801","Itapemirim","30,833"
"ES","32","02900","Itarana","10,569"
"ES","32","03007","Iúna","25,533"
"ES","32","03056","Jaguaré","21,949"
"ES","32","03106","Jerônimo Monteiro","10,701"
"ES","32","03130","João Neiva","14,403"
"ES","32","03163","Laranja da Terra","10,802"
"ES","32","03205","Linhares","124,564"
"ES","32","03304","Mantenópolis","11,463"
"ES","32","03320","Marataízes","31,221"
"ES","32","03346","Marechal Floriano","12,699"
"ES","32","03353","Marilândia","10,226"
"ES","32","03403","Mimoso do Sul","26,208"
"ES","32","03502","Montanha","17,998"
"ES","32","03601","Mucurici","5,755"
"ES","32","03700","Muniz Freire","18,196"
"ES","32","03809","Muqui","13,841"
"ES","32","03908","Nova Venécia","44,380"
"ES","32","04005","Pancas","18,465"
"ES","32","04054","Pedro Canário","23,204"
"ES","32","04104","Pinheiros","22,663"
"ES","32","04203","Piúma","16,249"
"ES","32","04252","Ponto Belo","6,831"
"ES","32","04302","Presidente Kennedy","10,307"
"ES","32","04351","Rio Bananal","16,587"
"ES","32","04401","Rio Novo do Sul","11,111"
"ES","32","04500","Santa Leopoldina","12,349"
"ES","32","04559","Santa Maria de Jetibá","31,845"
"ES","32","04609","Santa Teresa","20,179"
"ES","32","04658","São Domingos do Norte","7,840"
"ES","32","04708","São Gabriel da Palha","28,878"
"ES","32","04807","São José do Calçado","10,570"
"ES","32","04906","São Mateus","96,390"
"ES","32","04955","São Roque do Canaã","10,439"
"ES","32","05002","Serra *","385,370"
"ES","32","05010","Sooretama","21,867"
"ES","32","05036","Vargem Alta","17,862"
"ES","32","05069","Venda Nova do Imigrante","18,610"
"ES","32","05101","Viana","57,539"
"ES","32","05150","Vila Pavão","8,705"
"ES","32","05176","Vila Valério","13,646"
"ES","32","05200","Vila Velha *","398,068"
"ES","32","05309","Vitória *","314,042"
"RJ","33","00100","Angra dos Reis","148,476"
"RJ","33","00159","Aperibé","8,820"
"RJ","33","00209","Araruama","98,268"
"RJ","33","00225","Areal","11,009"
"RJ","33","00233","Armação dos Búzios","24,560"
"RJ","33","00258","Arraial do Cabo","25,248"
"RJ","33","00308","Barra do Piraí","96,282"
"RJ","33","00407","Barra Mansa *","175,315"
"RJ","33","00456","Belford Roxo *","480,555"
"RJ","33","00506","Bom Jardim","24,626"
"RJ","33","00605","Bom Jesus do Itabapoana","33,888"
"RJ","33","00704","Cabo Frio","162,229"
"RJ","33","00803","Cachoeiras de Macacu","53,037"
"RJ","33","00902","Cambuci","14,368"
"RJ","33","01009","Campos dos Goytacazes *","426,154"
"RJ","33","01108","Cantagalo","19,799"
"RJ","33","00936","Carapebus","10,677"
"RJ","33","01157","Cardoso Moreira","12,206"
"RJ","33","01207","Carmo","16,690"
"RJ","33","01306","Casimiro de Abreu","27,086"
"RJ","33","00951","Comendador Levy Gasparian","8,322"
"RJ","33","01405","Conceição de Macabu","19,479"
"RJ","33","01504","Cordeiro","18,984"
"RJ","33","01603","Duas Barras","10,438"
"RJ","33","01702","Duque de Caxias *","842,686"
"RJ","33","01801","Engenheiro Paulo de Frontin","12,544"
"RJ","33","01850","Guapimirim","44,692"
"RJ","33","01876","Iguaba Grande","19,716"
"RJ","33","01900","Itaboraí *","215,792"
"RJ","33","02007","Itaguaí","95,356"
"RJ","33","02056","Italva","13,645"
"RJ","33","02106","Itaocara","22,069"
"RJ","33","02205","Itaperuna","92,852"
"RJ","33","02254","Itatiaia","31,185"
"RJ","33","02270","Japeri","93,197"
"RJ","33","02304","Laje do Muriaé","7,769"
"RJ","33","02403","Macaé","169,513"
"RJ","33","02452","Macuco","5,246"
"RJ","33","02502","Magé *","232,171"
"RJ","33","02601","Mangaratiba","29,253"
"RJ","33","02700","Maricá","105,294"
"RJ","33","02809","Mendes","17,242"
"RJ","33","02858","Mesquita *","182,495"
"RJ","33","02908","Miguel Pereira","24,585"
"RJ","33","03005","Miracema","26,231"
"RJ","33","03104","Natividade","14,930"
"RJ","33","03203","Nilópolis","153,581"
"RJ","33","03302","Niterói *","474,002"
"RJ","33","03401","Nova Friburgo *","177,376"
"RJ","33","03500","Nova Iguaçu *","830,672"
"RJ","33","03609","Paracambi","42,423"
"RJ","33","03708","Paraíba do Sul","39,257"
"RJ","33","03807","Parati","32,838"
"RJ","33","03856","Paty do Alferes","25,132"
"RJ","33","03906","Petrópolis *","306,645"
"RJ","33","03955","Pinheiral","20,885"
"RJ","33","04003","Piraí","24,170"
"RJ","33","04102","Porciúncula","17,178"
"RJ","33","04110","Porto Real","14,503"
"RJ","33","04128","Quatis","12,031"
"RJ","33","04144","Queimados","130,275"
"RJ","33","04151","Quissamã","17,376"
"RJ","33","04201","Resende","118,547"
"RJ","33","04300","Rio Bonito","51,942"
"RJ","33","04409","Rio Claro","17,216"
"RJ","33","04508","Rio das Flores","8,192"
"RJ","33","04524","Rio das Ostras","74,750"
"RJ","33","04557","Rio de Janeiro *","6,093,472"
"RJ","33","04607","Santa Maria Madalena","10,409"
"RJ","33","04706","Santo Antônio de Pádua","40,145"
"RJ","33","04805","São Fidélis","37,477"
"RJ","33","04755","São Francisco de Itabapoana","44,549"
"RJ","33","04904","São Gonçalo *","960,631"
"RJ","33","05000","São João da Barra","28,889"
"RJ","33","05109","São João de Meriti *","464,282"
"RJ","33","05133","São José de Ubá","6,829"
"RJ","33","05158","São José do Vale do Rio Preto","19,439"
"RJ","33","05208","São Pedro da Aldeia","75,869"
"RJ","33","05307","São Sebastião do Alto","8,616"
"RJ","33","05406","Sapucaia","16,858"
"RJ","33","05505","Saquarema","62,174"
"RJ","33","05554","Seropédica","72,466"
"RJ","33","05604","Silva Jardim","21,362"
"RJ","33","05703","Sumidouro","14,562"
"RJ","33","05752","Tanguá","28,322"
"RJ","33","05802","Teresópolis","150,268"
"RJ","33","05901","Trajano de Morais","9,706"
"RJ","33","06008","Três Rios","72,848"
"RJ","33","06107","Valença","70,850"
"RJ","33","06156","Varre-Sai","8,309"
"RJ","33","06206","Vassouras","32,495"
"RJ","33","06305","Volta Redonda *","255,653"
"SP","35","00105","Adamantina","33,289"
"SP","35","00204","Adolfo","3,609"
"SP","35","00303","Aguaí","30,181"
"SP","35","00402","Águas da Prata","7,367"
"SP","35","00501","Águas de Lindóia","15,867"
"SP","35","00550","Águas de Santa Bárbara","5,360"
"SP","35","00600","Águas de São Pedro","2,340"
"SP","35","00709","Agudos","34,221"
"SP","35","00758","Alambari","4,070"
"SP","35","00808","Alfredo Marcondes","3,851"
"SP","35","00907","Altair","3,272"
"SP","35","01004","Altinópolis","15,139"
"SP","35","01103","Alto Alegre","4,157"
"SP","35","01152","Alumínio","15,678"
"SP","35","01202","Álvares Florence","3,902"
"SP","35","01301","Álvares Machado","22,859"
"SP","35","01400","Álvaro de Carvalho","4,610"
"SP","35","01509","Alvinlândia","2,787"
"SP","35","01608","Americana *","199,094"
"SP","35","01707","Américo Brasiliense","31,005"
"SP","35","01806","Américo de Campos","5,379"
"SP","35","01905","Amparo","62,692"
"SP","35","02002","Analândia","4,166"
"SP","35","02101","Andradina","54,753"
"SP","35","02200","Angatuba","21,523"
"SP","35","02309","Anhembi","5,271"
"SP","35","02408","Anhumas","3,695"
"SP","35","02507","Aparecida","35,903"
"SP","35","02606","Aparecida d'Oeste","4,577"
"SP","35","02705","Apiaí","25,463"
"SP","35","02754","Araçariguama","12,291"
"SP","35","02804","Araçatuba *","178,839"
"SP","35","02903","Araçoiaba da Serra","24,022"
"SP","35","03000","Aramina","5,019"
"SP","35","03109","Arandu","6,013"
"SP","35","03158","Arapeí","2,527"
"SP","35","03208","Araraquara *","195,815"
"SP","35","03307","Araras","108,689"
"SP","35","03356","Arco-Íris","2,003"
"SP","35","03406","Arealva","7,504"
"SP","35","03505","Areias","3,571"
"SP","35","03604","Areiópolis","10,630"
"SP","35","03703","Ariranha","8,255"
"SP","35","03802","Artur Nogueira","39,457"
